5.000744751474986982e-01 2.941288096356433485e-03
5.043486159607252217e-01 2.941543387635000509e-03
5.086227567739516342e-01 1.882150323505971980e-03
5.128968975871781577e-01 1.547691624877946173e-04
5.171710384004046812e-01 -1.584574700209764138e-03
5.214451792136310937e-01 -2.664132485398999252e-03
5.257193200268576172e-01 -2.655339140087770861e-03
5.299934608400840297e-01 -1.542205971811878634e-03
5.342676016533105532e-01 2.656796135602650425e-04
5.385417424665369657e-01 2.084147492471239305e-03
5.428158832797634892e-01 3.213843179105744640e-03
5.470900240929900127e-01 3.209689623046181432e-03
5.513641649062165362e-01 2.056597273012423285e-03
5.556383057194430597e-01 1.821270455008562833e-04
5.599124465326694722e-01 -1.701367901117326878e-03
5.641865873458958847e-01 -2.866911474790685265e-03
5.684607281591224082e-01 -2.852927118013518556e-03
5.727348689723489317e-01 -1.645260607224032293e-03
5.770090097855753442e-01 3.105074060641430989e-04
5.812831505988018677e-01 2.273801976277132261e-03
5.855572914120283912e-01 3.490008884947810516e-03
5.898314322252549147e-01 3.481064189688063294e-03
5.941055730384813272e-01 2.233785346195665735e-03
5.983797138517078507e-01 2.118196963621837901e-04
6.026538546649342631e-01 -1.815996195017262381e-03
6.069279954781607866e-01 -3.067392405899580388e-03
6.112021362913871991e-01 -3.047829066206507887e-03
6.154762771046137226e-01 -1.745131602775341602e-03
6.197504179178402461e-01 3.589384853355915379e-04
6.240245587310667696e-01 2.467242374716249916e-03
6.282986995442932932e-01 3.769836172020869271e-03
6.325728403575197056e-01 3.755715353582452561e-03
6.368469811707461181e-01 2.413750147702420270e-03
6.411211219839726416e-01 2.438648859395333996e-04
6.453952627971991651e-01 -1.928457136270621698e-03
6.496694036104255776e-01 -3.265578295067260439e-03
6.539435444236521011e-01 -3.240039703125437761e-03
6.582176852368786246e-01 -1.841792985227110263e-03
6.624918260501051481e-01 4.110255394973296524e-04
6.667659668633315606e-01 2.664544993357454046e-03
6.710401076765580841e-01 4.053413399712611602e-03
6.753142484897844966e-01 4.033727402583196786e-03
6.795883893030110201e-01 2.596556945917798381e-03
6.838625301162374326e-01 2.783005208874542516e-04
6.881366709294639561e-01 -2.038738858336719851e-03
6.924108117426904796e-01 -3.461472824823759366e-03
6.966849525559170031e-01 -3.429562492760401208e-03
7.009590933691435266e-01 -1.935232804100800756e-03
7.052332341823699391e-01 4.668049448589151463e-04
7.095073749955963516e-01 2.865770192840963806e-03
7.137815158088228751e-01 4.340815320774994712e-03
7.180556566220493986e-01 4.315174485539256984e-03
