2.479314653075219212e+03 2.941288096356433485e-03
2.458303511947463448e+03 2.941543387635000509e-03
2.437645499242022652e+03 1.882150323505971980e-03
2.417331786748339255e+03 1.547691624877946173e-04
2.397353838097526477e+03 -1.584574700209764138e-03
2.377703396801644885e+03 -2.664132485398999252e-03
2.358372474876427987e+03 -2.655339140087770861e-03
2.339353342014521331e+03 -1.542205971811878634e-03
2.320638515278405066e+03 2.656796135602650425e-04
2.302220749284132580e+03 2.084147492471239305e-03
2.284093026848824138e+03 3.213843179105744640e-03
2.266248550076567881e+03 3.209689623046181432e-03
2.248680731858919899e+03 2.056597273012423285e-03
2.231383187767697109e+03 1.821270455008562833e-04
2.214349728319089081e+03 -1.701367901117326878e-03
2.197574351589399157e+03 -2.866911474790685265e-03
2.181051236163914837e+03 -2.852927118013518556e-03
2.164774734401497426e+03 -1.645260607224032293e-03
2.148739365998523681e+03 3.105074060641430989e-04
2.132939811836769422e+03 2.273801976277132261e-03
2.117370908100735051e+03 3.490008884947810516e-03
2.102027640650729609e+03 3.481064189688063294e-03
2.086905139638853598e+03 2.233785346195665735e-03
2.071998674355718776e+03 2.118196963621837901e-04
2.057303648296458960e+03 -1.815996195017262381e-03
2.042815594435216326e+03 -3.067392405899580388e-03
2.028530170697906442e+03 -3.047829066206507887e-03
2.014443155623615894e+03 -1.745131602775341602e-03
2.000550444205521671e+03 3.589384853355915379e-04
1.986848043902744394e+03 2.467242374716249916e-03
1.973332070814970848e+03 3.769836172020869271e-03
1.959998746012166521e+03 3.755715353582452561e-03
1.946844392012084882e+03 2.413750147702420270e-03
1.933865429398671495e+03 2.438648859395333996e-04
1.921058373574839152e+03 -1.928457136270621698e-03
1.908419831643425596e+03 -3.265578295067260439e-03
1.895946499410461911e+03 -3.240039703125437761e-03
1.883635158505199115e+03 -1.841792985227110263e-03
1.871482673611617429e+03 4.110255394973296524e-04
1.859485989806414409e+03 2.664544993357454046e-03
1.847642129998730297e+03 4.053413399712611602e-03
1.835948192467092895e+03 4.033727402583196786e-03
1.824401348489312568e+03 2.596556945917798381e-03
1.812998840061254214e+03 2.783005208874542516e-04
1.801737977700625379e+03 -2.038738858336719851e-03
1.790616138332102992e+03 -3.461472824823759366e-03
1.779630763250311020e+03 -3.429562492760401208e-03
1.768779356157321217e+03 -1.935232804100800756e-03
1.758059481271519189e+03 4.668049448589151463e-04
1.747468761504823306e+03 2.865770192840963806e-03
1.737004876705393372e+03 4.340815320774994712e-03
1.726665561963099435e+03 4.315174485539256984e-03
1.716448605975151850e+03 2.782264646232803819e-03
1.706351849469415811e+03 3.151615598744698108e-04
1.696373183683044772e+03 -2.146829837902204056e-03
1.686510548894189924e+03 -3.655078444257628054e-03
1.676761933004627963e+03 -3.616399132384228322e-03
1.667125370171268059e+03 -2.025437712692027947e-03
1.657598939484575340e+03 5.263134455770129361e-04
1.648180763692049368e+03 3.070977326840411848e-03
1.638869007964975708e+03 4.632114303440475547e-03
1.629661878706745256e+03 4.600127330206271042e-03
1.620557622401121080e+03 2.970928343308875102e-03
1.611554524498892533e+03 3.544796314760303123e-04
1.602650908341440299e+03 -2.252720435821465878e-03
1.593845134119784007e+03 -3.846397142831749997e-03
1.585135597867763181e+03 -3.800547856094264095e-03
1.576520730488047093e+03 -2.112387619340916952e-03
1.567998996809733399e+03 5.895976288131737041e-04
1.559568894676347554e+03 3.280238050947056894e-03
1.551228954063104993e+03 4.927396479490706374e-03
1.542977736222343992e+03 4.888670702029310026e-03
1.534813832856088311e+03 3.162616265756355762e-03
1.526735865314740295e+03 3.962976111211778500e-04
1.518742483820945836e+03 -2.356392312833509219e-03
1.510832366717711921e+03 -4.035425041967017137e-03
1.503004219739900009e+03 -3.982003800246223905e-03
1.495256775308251008e+03 -2.196061778532424746e-03
1.487588791845131709e+03 6.567027799247208367e-04
1.479999053111228022e+03 3.493621324638940869e-03
1.472486367562439909e+03 5.226744472325147058e-03
1.465049567726266105e+03 5.180885635598626339e-03
1.457687509596988320e+03 3.357393297931646984e-03
1.450399072049003280e+03 4.406560556886183664e-04
1.443183156267665026e+03 -2.457827768032030003e-03
1.436038685197033146e+03 -4.222156604572559896e-03
1.428964603003943921e+03 -4.160757654864034698e-03
1.421959874557846433e+03 -2.276431948208433847e-03
1.415023484925857019e+03 7.276846750968886911e-04
1.408154438882527757e+03 3.711209167814526633e-03
1.401351760433819436e+03 5.530255745235104943e-03
1.394614492354810864e+03 5.476868685284674680e-03
1.387941695740673140e+03 3.555339208281339033e-03
1.381332449570479639e+03 4.876083482876406418e-04
1.374785850283415584e+03 -2.556999753476631252e-03
1.368301011366984312e+03 -4.406581747919796968e-03
1.361877062956810505e+03 -4.336801493742606199e-03
1.355513151447666814e+03 -2.353478027888025216e-03
1.349208439115352121e+03 8.025837900264399345e-04
1.342962103749077187e+03 3.933061315617355017e-03
1.336773338294012319e+03 5.837999391119808382e-03
1.330641350503672811e+03 5.776683679201576396e-03
1.324565362601829520e+03 3.756499260186190684e-03
1.318544610953639449e+03 5.371748936443768857e-04
1.312578345745704382e+03 -2.653908913063325863e-03
1.306665830674777908e+03 -4.588708993783976488e-03
1.300806342644846154e+03 -4.510133564667441648e-03
1.294999171472324633e+03 -2.427171274519808464e-03
1.289243619599114027e+03 8.814650822957375035e-04
1.283539001813277309e+03 4.159277252896182581e-03
1.277884644977095604e+03 6.150097347150877691e-03
1.272279887762283806e+03 6.080456829159617410e-03
1.266724080392142469e+03 3.960986108994931677e-03
1.261216584390437674e+03 5.894435085989490220e-04
1.255756772336799486e+03 -2.748493357234580749e-03
1.250344027628451386e+03 -4.768493523064410745e-03
1.244977744248071531e+03 -4.680711306336050002e-03
